Code,ISIN,Name,GroupCode,CapSize,IndLarge,IndMedium,IndSmall,MarketCap
226980,KR7226980001,KODEX 200 중소형,EF,,0,0,0,119
227540,KR7227540002,TIGER 200 헬스케어,EF,,0,0,0,288
227550,KR7227550001,TIGER 200 산업재,EF,,0,0,0,19
227560,KR7227560000,TIGER 200 생활소비재,EF,,0,0,0,65
227570,KR7227570009,TIGER 우량가치,EF,,0,0,0,75
227830,KR7227830007,PLUS 코스피,EF,,0,0,0,76
227840,KR7227840006,현대코퍼레이션홀딩스,ST,3.0,16,0,0,1186
228790,KR7228790002,TIGER 화장품,EF,,0,0,0,2454
228800,KR7228800009,TIGER 여행레저,EF,,0,0,0,1141
228810,KR7228810008,TIGER 미디어컨텐츠,EF,,0,0,0,1378
228820,KR7228820007,TIGER KTOP30,EF,,0,0,0,61
229200,KR7229200001,KODEX 코스닥150,EF,,0,0,0,13029
229640,KR7229640008,LS에코에너지,ST,2.0,21,0,0,10856
229720,KR7229720008,KODEX KTOP30,EF,,0,0,0,81
230480,KR7230480006,KIWOOM 미국달러선물인버스2X,EF,,0,0,0,120
232080,KR7232080002,TIGER 코스닥150,EF,,0,0,0,1577
233160,KR7233160001,TIGER 코스닥150 레버리지,EF,,0,0,0,679
233740,KR7233740000,KODEX 코스닥150레버리지,EF,,0,0,0,18635
234080,KR7234080000,JW생명과학,ST,3.0,27,9,0,1922
234310,KR7234310001,RISE V&S셀렉트밸류,EF,,0,0,0,74
236350,KR7236350005,TIGER 인도니프티50레버리지(합성),EF,,0,0,0,305
237350,KR7237350004,KODEX 코스피100,EF,,0,0,0,771
237370,KR7237370002,KODEX 배당성장채권혼합,EF,,0,0,0,425
237440,KR7237440003,TIGER 경기방어채권혼합,EF,,0,0,0,77
238670,KR7238670004,PLUS 스마트베타Quality채권혼합,EF,,0,0,0,35
238720,KR7238720007,ACE 일본Nikkei225(H),EF,,0,0,0,218
239660,KR7239660004,PLUS 우량회사채50,EF,,0,0,0,168
241180,KR7241180009,TIGER 일본니케이225,EF,,0,0,0,2466
241390,KR7241390004,RISE V&S셀렉트밸류채권혼합,EF,,0,0,0,145
241560,KR7241560002,두산밥캣,ST,1.0,27,12,0,49461
241590,KR7241590009,화승엔터프라이즈,ST,2.0,27,6,0,4513
243880,KR7243880002,TIGER 200IT레버리지,EF,,0,0,0,204
243890,KR7243890001,TIGER 200에너지화학레버리지,EF,,0,0,0,33
244580,KR7244580007,KODEX 바이오,EF,,0,0,0,1323
244620,KR7244620001,KODEX 모멘텀Plus,EF,,0,0,0,69
244660,KR7244660007,KODEX 퀄리티Plus,EF,,0,0,0,44
244670,KR7244670006,KODEX 밸류Plus,EF,,0,0,0,49
244920,KR7244920005,에이플러스에셋,ST,3.0,21,0,0,1385
245340,KR7245340005,TIGER 미국다우존스30,EF,,0,0,0,1042
245350,KR7245350004,TIGER 유로스탁스배당30,EF,,0,0,0,315
245360,KR7245360003,TIGER 차이나HSCEI,EF,,0,0,0,656
245710,KR7245710009,ACE 베트남VN30(합성),EF,,0,0,0,2228
248070,KR7248070005,솔루엠,ST,2.0,27,13,0,7243
248170,KR7248170003,샘표식품,ST,3.0,27,5,0,1224
248270,KR7248270001,TIGER S&P글로벌헬스케어(합성),EF,,0,0,0,249
249420,KR7249420001,일동제약,ST,3.0,27,9,0,3409
250730,KR7250730009,RISE 차이나HSCEI(H),EF,,0,0,0,239
250780,KR7250780004,TIGER 코스닥150선물인버스,EF,,0,0,0,151
251270,KR7251270005,넷마블,ST,1.0,29,0,0,48993
251340,KR7251340006,KODEX 코스닥150선물인버스,EF,,0,0,0,2719
251350,KR7251350005,KODEX 선진국MSCI World,EF,,0,0,0,3686
251590,KR7251590006,PLUS 고배당저변동50,EF,,0,0,0,82
251600,KR7251600003,PLUS 고배당주채권혼합,EF,,0,0,0,1522
252000,KR7252000005,TIGER 200동일가중,EF,,0,0,0,20
252400,KR7252400007,RISE 200선물레버리지,EF,,0,0,0,211
252410,KR7252410006,RISE 200선물인버스,EF,,0,0,0,39
252420,KR7252420005,RISE 200선물인버스2X,EF,,0,0,0,148
252650,KR7252650007,KODEX 200동일가중,EF,,0,0,0,66
252670,KR7252670005,KODEX 200선물인버스2X,EF,,0,0,0,13935
252710,KR7252710009,TIGER 200선물인버스2X,EF,,0,0,0,627
253150,KR7253150007,PLUS 200선물레버리지,EF,,0,0,0,96
253160,KR7253160006,PLUS 200선물인버스2X,EF,,0,0,0,43
253230,KR7253230007,KIWOOM 200선물인버스2X,EF,,0,0,0,42
253240,KR7253240006,KIWOOM 200선물인버스,EF,,0,0,0,29
253250,KR7253250005,KIWOOM 200선물레버리지,EF,,0,0,0,95
253280,KR7253280002,RISE 헬스케어,EF,,0,0,0,70
253290,KR7253290001,RISE 헬스케어채권혼합,EF,,0,0,0,145
256440,KR7256440009,ACE 인도네시아MSCI(합성),EF,,0,0,0,297
256450,KR7256450008,PLUS 심천차이넥스트(합성),EF,,0,0,0,42
256750,KR7256750001,KODEX 차이나심천ChiNext(합성),EF,,0,0,0,264
259960,KR7259960003,크래프톤,ST,1.0,29,0,0,175575
261060,KR7261060008,TIGER 코스닥150IT,EF,,0,0,0,26
261070,KR7261070007,TIGER 코스닥150바이오테크,EF,,0,0,0,226
261110,KR7261110001,TIGER 미국달러선물레버리지,EF,,0,0,0,90
261120,KR7261120000,TIGER 미국달러선물인버스2X,EF,,0,0,0,249
261140,KR7261140008,TIGER 우선주,EF,,0,0,0,139
261220,KR7261220008,KODEX WTI원유선물(H),EF,,0,0,0,602
261240,KR7261240006,KODEX 미국달러선물,EF,,0,0,0,556
261250,KR7261250005,KODEX 미국달러선물레버리지,EF,,0,0,0,375
261260,KR7261260004,KODEX 미국달러선물인버스2X,EF,,0,0,0,2893
261270,KR7261270003,KODEX 미국달러선물인버스,EF,,0,0,0,758
261920,KR7261920003,ACE 필리핀MSCI(합성),EF,,0,0,0,55
264900,KR7264900002,크라운제과,ST,3.0,27,5,0,1120
26490K,KR726490K013,크라운제과우,ST,0.0,27,5,0,78
265690,KR7265690008,ACE 러시아MSCI(합성),EF,,0,0,0,157
266160,KR7266160001,RISE 고배당,EF,,0,0,0,649
266360,KR7266360007,KODEX 미디어&엔터테인먼트,EF,,0,0,0,462
266370,KR7266370006,KODEX IT,EF,,0,0,0,196
266390,KR7266390004,KODEX 경기소비재,EF,,0,0,0,46
266410,KR7266410000,KODEX 필수소비재,EF,,0,0,0,142
266420,KR7266420009,KODEX 헬스케어,EF,,0,0,0,745
266550,KR7266550003,PLUS 중형주저변동50,EF,,0,0,0,36
267250,KR7267250009,HD현대,ST,1.0,21,0,0,107904
267260,KR7267260008,HD현대일렉트릭,ST,1.0,27,13,0,164555
267270,KR7267270007,HD현대건설기계,ST,2.0,27,12,0,12610
267290,KR7267290005,경동도시가스,ST,3.0,17,0,0,1208
267440,KR7267440006,RISE 미국장기국채선물(H),EF,,0,0,0,75
267450,KR7267450005,RISE 미국장기국채선물인버스(H),EF,,0,0,0,55
267490,KR7267490001,RISE 미국장기국채선물레버리지(합성 H),EF,,0,0,0,65
267770,KR7267770006,TIGER 200선물레버리지,EF,,0,0,0,928
267850,KR7267850006,아시아나IDT,ST,3.0,29,0,0,1297
268280,KR7268280005,미원에스씨,ST,2.0,27,8,0,7945
269370,KR7269370003,TIGER S&P글로벌인프라(합성),EF,,0,0,0,115
269420,KR7269420006,KODEX S&P글로벌인프라(합성),EF,,0,0,0,184
269530,KR7269530002,PLUS S&P글로벌인프라,EF,,0,0,0,98
269540,KR7269540001,PLUS 미국S&P500(H),EF,,0,0,0,640
270800,KR7270800006,RISE KQ고배당,EF,,0,0,0,77
270810,KR7270810005,RISE 코스닥150,EF,,0,0,0,978
271050,KR7271050007,KODEX WTI원유선물인버스(H),EF,,0,0,0,214
271060,KR7271060006,KODEX 3대농산물선물(H),EF,,0,0,0,277
271560,KR7271560005,오리온,ST,1.0,27,5,0,43924
271940,KR7271940009,일진하이솔루스,ST,2.0,27,15,0,5181
271980,KR7271980005,제일약품,ST,3.0,27,9,0,2077
272210,KR7272210006,한화시스템,ST,1.0,27,13,0,121286
272450,KR7272450008,진에어,ST,2.0,19,0,0,4645
272550,KR7272550005,삼양패키징,ST,3.0,27,8,0,2052
272560,KR7272560004,RISE 단기국공채액티브,EF,,0,0,0,1677
272570,KR7272570003,RISE 중장기국공채액티브,EF,,0,0,0,250
272580,KR7272580002,TIGER 단기채권액티브,EF,,0,0,0,7460
272910,KR7272910001,ACE 중장기국공채액티브,EF,,0,0,0,591
273130,KR7273130005,KODEX 종합채권(AA-이상)액티브,EF,,0,0,0,33504
273140,KR7273140004,KODEX 단기변동금리부채권액티브,EF,,0,0,0,2842
275280,KR7275280006,KODEX MSCI모멘텀,EF,,0,0,0,124
275290,KR7275290005,KODEX MSCI밸류,EF,,0,0,0,97
275300,KR7275300002,KODEX MSCI퀄리티,EF,,0,0,0,125
275750,KR7275750008,RISE 코스닥150선물인버스,EF,,0,0,0,22
275980,KR7275980001,TIGER 글로벌4차산업혁신기술(합성 H),EF,,0,0,0,883
276000,KR7276000007,TIGER 글로벌자원생산기업(합성 H),EF,,0,0,0,129
276650,KR7276650009,RISE 글로벌테크놀로지(합성 H),EF,,0,0,0,237
276970,KR7276970001,KODEX 미국S&P500배당귀족커버드콜(합성 H),EF,,0,0,0,368
276990,KR7276990009,KODEX 글로벌로봇(합성),EF,,0,0,0,216
277540,KR7277540001,ACE 아시아TOP50S&P,EF,,0,0,0,160
277630,KR7277630000,TIGER 코스피,EF,,0,0,0,1957
277640,KR7277640009,TIGER 코스피대형주,EF,,0,0,0,66
277650,KR7277650008,TIGER 코스피중형주,EF,,0,0,0,41
278240,KR7278240007,RISE 코스닥150선물레버리지,EF,,0,0,0,778
278470,KR7278470000,에이피알,ST,2.0,27,8,0,50181
278530,KR7278530001,KODEX 200TR,EF,,0,0,0,25953
278540,KR7278540000,KODEX MSCI Korea TR,EF,,0,0,0,6475
278620,KR7278620000,PLUS 단기채권액티브,EF,,0,0,0,461
279530,KR7279530000,KODEX 고배당,EF,,0,0,0,667
279540,KR7279540009,KODEX 최소변동성,EF,,0,0,0,68
280320,KR7280320003,ACE 미국IT인터넷S&P(합성 H),EF,,0,0,0,159
280360,KR7280360009,롯데웰푸드,ST,2.0,27,5,0,11230
280920,KR7280920000,PLUS 주도업종,EF,,0,0,0,18
280930,KR7280930009,KODEX 미국러셀2000(H),EF,,0,0,0,501
280940,KR7280940008,KODEX 골드선물인버스(H),EF,,0,0,0,54
281820,KR7281820001,케이씨텍,ST,2.0,27,14,0,5420
281990,KR7281990002,RISE 중소형고배당,EF,,0,0,0,100
282000,KR7282000009,RISE 국고채3년선물인버스,EF,,0,0,0,928
282330,KR7282330000,BGF리테일,ST,2.0,16,0,0,20291
283580,KR7283580009,KODEX 차이나CSI300,EF,,0,0,0,1363
284430,KR7284430006,KODEX 200미국채혼합,EF,,0,0,0,1338
284740,KR7284740008,쿠쿠홈시스,ST,3.0,26,0,0,6013
284980,KR7284980000,RISE 200금융,EF,,0,0,0,90
285130,KR7285130001,SK케미칼,ST,2.0,27,8,0,10024
28513K,KR728513K010,SK케미칼우,ST,0.0,27,8,0,565
285690,KR7285690004,FOCUS ESG리더스,EF,,0,0,0,116
286940,KR7286940002,롯데이노베이트,ST,3.0,29,0,0,3797
287180,KR7287180004,PLUS 미국나스닥테크,EF,,0,0,0,281
289040,KR7289040008,KODEX MSCI KOREA ESG유니버설,EF,,0,0,0,78
289250,KR7289250003,TIGER MSCI KOREA ESG유니버설,EF,,0,0,0,71
289260,KR7289260002,TIGER MSCI KOREA ESG리더스,EF,,0,0,0,86
289480,KR7289480006,TIGER 200커버드콜,EF,,0,0,0,255
289670,KR7289670002,PLUS 국채선물10년,EF,,0,0,0,74
290080,KR7290080001,RISE 200고배당커버드콜ATM,EF,,0,0,0,157
290130,KR7290130004,RISE ESG사회책임투자,EF,,0,0,0,1216
291130,KR7291130003,ACE 멕시코MSCI(합성),EF,,0,0,0,128
291620,KR7291620003,KIWOOM 코스닥150선물인버스,EF,,0,0,0,33
291630,KR7291630002,KIWOOM 코스닥150선물레버리지,EF,,0,0,0,25
291680,KR7291680007,RISE 차이나H선물인버스(H),EF,,0,0,0,40
291890,KR7291890002,KODEX MSCI EM선물(H),EF,,0,0,0,53
292050,KR7292050002,RISE KRX300,EF,,0,0,0,66
292150,KR7292150000,TIGER TOP10,EF,,0,0,0,4686
292160,KR7292160009,TIGER KRX300,EF,,0,0,0,92
292190,KR7292190006,KODEX KRX300,EF,,0,0,0,221
292500,KR7292500006,SOL KRX300,EF,,0,0,0,94
292560,KR7292560000,TIGER 일본엔선물,EF,,0,0,0,698
292730,KR7292730009,FOCUS KRX300,EF,,0,0,0,38
292770,KR7292770005,KODEX 국채선물3년인버스,EF,,0,0,0,222
293180,KR7293180006,HANARO 200,EF,,0,0,0,3924
293480,KR7293480000,하나제약,ST,3.0,27,9,0,2180
293940,KR7293940003,신한알파리츠,RT,2.0,28,0,0,6530
294400,KR7294400007,KIWOOM 200TR,EF,,0,0,0,8651
294870,KR7294870001,HDC현대산업개발,ST,2.0,18,0,0,16839
295000,KR7295000004,RISE 국채선물10년,EF,,0,0,0,58
295020,KR7295020002,RISE 국채선물10년인버스,EF,,0,0,0,129
295040,KR7295040000,SOL 200TR,EF,,0,0,0,2303
298000,KR7298000001,효성화학,ST,3.0,27,8,0,1475
298020,KR7298020009,효성티앤씨,ST,2.0,27,8,0,10949
298040,KR7298040007,효성중공업,ST,1.0,27,13,0,71892
298050,KR7298050006,HS효성첨단소재,ST,2.0,27,8,0,8865
298340,KR7298340001,PLUS 국채선물3년,EF,,0,0,0,68
298690,KR7298690009,에어부산,ST,3.0,19,0,0,2402
298770,KR7298770009,KODEX 한국대만IT프리미어,EF,,0,0,0,285
300610,KR7300610003,TIGER K게임,EF,,0,0,0,140
300640,KR7300640000,RISE 게임테마,EF,,0,0,0,309
300720,KR7300720000,한일시멘트,ST,2.0,27,10,0,12861
300950,KR7300950003,KODEX 게임산업,EF,,0,0,0,241
301400,KR7301400008,PLUS 코스닥150,EF,,0,0,0,50
301410,KR7301410007,PLUS 코스닥150선물인버스,EF,,0,0,0,16
302190,KR7302190004,TIGER 중장기국채,EF,,0,0,0,2685
302440,KR7302440003,SK바이오사이언스,ST,1.0,27,9,0,35187
302450,KR7302450002,RISE 코스피,EF,,0,0,0,1402
304660,KR7304660004,KODEX 미국30년국채울트라선물(H),EF,,0,0,0,2981
304670,KR7304670003,KODEX 미국30년국채울트라선물인버스(H),EF,,0,0,0,60
304760,KR7304760002,HANARO KRX300,EF,,0,0,0,54
304770,KR7304770001,HANARO 코스닥150,EF,,0,0,0,151
304780,KR7304780000,HANARO 200선물레버리지,EF,,0,0,0,442
304940,KR7304940000,KODEX 미국나스닥100선물(H),EF,,0,0,0,1175
305050,KR7305050007,ACE 코스피,EF,,0,0,0,106
305080,KR7305080004,TIGER 미국채10년선물,EF,,0,0,0,1574
305540,KR7305540007,TIGER 2차전지테마,EF,,0,0,0,7672
305720,KR7305720005,KODEX 2차전지산업,EF,,0,0,0,8383
306200,KR7306200007,세아제강,ST,3.0,27,11,0,4543
306520,KR7306520008,HANARO 200선물인버스,EF,,0,0,0,31
306530,KR7306530007,HANARO 코스닥150선물레버리지,EF,,0,0,0,23
306950,KR7306950007,KODEX KRX300레버리지,EF,,0,0,0,162
307510,KR7307510008,TIGER 의료기기,EF,,0,0,0,182
307520,KR7307520007,TIGER 지주회사,EF,,0,0,0,1435
307950,KR7307950006,현대오토에버,ST,1.0,29,0,0,40724
308170,KR7308170000,씨티알모빌리티,ST,3.0,27,15,0,557
308620,KR7308620004,KODEX 미국10년국채선물,EF,,0,0,0,868
309230,KR7309230001,ACE 미국WideMoat동일가중,EF,,0,0,0,1408
310080,KR7310080007,RISE 중국MSCI China(H),EF,,0,0,0,122
310960,KR7310960000,TIGER 200TR,EF,,0,0,0,962
310970,KR7310970009,TIGER MSCI Korea TR,EF,,0,0,0,14154
314250,KR7314250002,KODEX 미국빅테크10(H),EF,,0,0,0,6656
314700,KR7314700006,HANARO 농업융복합산업,EF,,0,0,0,23
315270,KR7315270009,TIGER 200커뮤니케이션서비스,EF,,0,0,0,67
315930,KR7315930008,KODEX Top5PlusTR,EF,,0,0,0,7157
315960,KR7315960005,RISE 대형고배당10TR,EF,,0,0,0,549
316140,KR7316140003,우리금융지주,ST,1.0,21,0,0,155201
316300,KR7316300003,ACE 싱가포르리츠,EF,,0,0,0,62
316670,KR7316670009,KIWOOM 코스닥150,EF,,0,0,0,148
317400,KR7317400000,자이에스앤디,ST,3.0,28,0,0,1450
319640,KR7319640009,TIGER 골드선물(H),EF,,0,0,0,1378
321410,KR7321410003,KODEX 멀티에셋하이인컴(H),EF,,0,0,0,50
322000,KR7322000001,HD현대에너지솔루션,ST,3.0,27,13,0,5594
322400,KR7322400003,HANARO e커머스,EF,,0,0,0,495
322410,KR7322410002,HANARO 고배당,EF,,0,0,0,104
323410,KR7323410001,카카오뱅크,ST,1.0,21,0,0,133795
325010,KR7325010007,KODEX 성장주,EF,,0,0,0,974
325020,KR7325020006,KODEX 배당가치,EF,,0,0,0,1029
326030,KR7326030004,SK바이오팜,ST,1.0,26,0,0,71969
326230,KR7326230000,RISE 내수주플러스,EF,,0,0,0,268
326240,KR7326240009,RISE IT플러스,EF,,0,0,0,1228
328370,KR7328370002,PLUS 코스피TR,EF,,0,0,0,1123
329180,KR7329180004,HD현대중공업,ST,1.0,27,15,0,398591
329200,KR7329200000,TIGER 리츠부동산인프라,EF,,0,0,0,6498
329650,KR7329650006,KODEX TRF3070,EF,,0,0,0,2281
329660,KR7329660005,KODEX TRF5050,EF,,0,0,0,840
329670,KR7329670004,KODEX TRF7030,EF,,0,0,0,656
329750,KR7329750004,TIGER 미국달러단기채권액티브,EF,,0,0,0,5041
330590,KR7330590001,롯데리츠,RT,2.0,28,0,0,10547
332500,KR7332500008,ACE 200TR,EF,,0,0,0,420
332610,KR7332610005,PLUS 미국단기회사채(AAA~A),EF,,0,0,0,316
332620,KR7332620004,PLUS 미국장기우량회사채,EF,,0,0,0,319
332930,KR7332930007,HANARO 200TR,EF,,0,0,0,947
332940,KR7332940006,HANARO MSCI Korea TR,EF,,0,0,0,391
334690,KR7334690005,RISE 팔라듐선물(H),EF,,0,0,0,41
334700,KR7334700002,RISE 팔라듐선물인버스(H),EF,,0,0,0,26
334890,KR7334890001,이지스밸류플러스리츠,RT,3.0,28,0,0,2597
336160,KR7336160007,RISE 금융채액티브,EF,,0,0,0,445
336260,KR7336260005,두산퓨얼셀,ST,2.0,27,13,0,12568
33626K,KR733626K013,두산퓨얼셀1우,ST,0.0,27,13,0,709
33626L,KR733626K021,두산퓨얼셀2우B,ST,0.0,27,13,0,254
336370,KR7336370002,솔루스첨단소재,ST,2.0,27,13,0,5828
33637K,KR733637K010,솔루스첨단소재1우,ST,0.0,27,13,0,273
33637L,KR733637K028,솔루스첨단소재2우B,ST,0.0,27,13,0,154
337120,KR7337120000,KODEX 멀티팩터,EF,,0,0,0,85
337140,KR7337140008,KODEX 코스피대형주,EF,,0,0,0,141
337150,KR7337150007,KODEX 200exTOP,EF,,0,0,0,117
337160,KR7337160006,KODEX 200ESG,EF,,0,0,0,394
338100,KR7338100001,NH프라임리츠,RT,3.0,28,0,0,837
339770,KR7339770000,교촌에프앤비,ST,3.0,16,0,0,2738
341850,KR7341850006,TIGER 리츠부동산인프라채권,EF,,0,0,0,171
344820,KR7344820006,KCC글라스,ST,2.0,27,10,0,5142
346000,KR7346000003,HANARO KAP초장기국고채,EF,,0,0,0,48
348950,KR7348950007,제이알글로벌리츠,RT,2.0,28,0,0,5319
350520,KR7350520003,이지스레지던스리츠,RT,3.0,28,0,0,1561
352540,KR7352540009,KODEX 일본부동산리츠(H),EF,,0,0,0,228
352560,KR7352560007,KODEX 미국부동산리츠(H),EF,,0,0,0,331
352820,KR7352820005,하이브,ST,1.0,30,0,0,124539
353200,KR7353200009,대덕전자,ST,2.0,27,13,0,7704
35320K,KR735320K011,대덕전자1우,ST,0.0,27,13,0,164
354240,KR7354240004,RISE 미국고정배당우선증권,EF,,0,0,0,167
354350,KR7354350001,HANARO 글로벌럭셔리S&P(합성),EF,,0,0,0,160
354500,KR7354500001,ACE 코스닥150,EF,,0,0,0,278
356540,KR7356540005,ACE 종합채권(AA-이상)KIS액티브,EF,,0,0,0,8162
357120,KR7357120005,코람코라이프인프라리츠,RT,3.0,28,0,0,4175
357250,KR7357250000,미래에셋맵스리츠,RT,3.0,28,0,0,672
357430,KR7357430008,마스턴프리미어리츠,RT,3.0,28,0,0,445
357870,KR7357870005,TIGER CD금리투자KIS(합성),EF,,0,0,0,47549
359210,KR7359210002,KODEX 코스피TR,EF,,0,0,0,493
360140,KR7360140008,KODEX 200롱코스닥150숏선물,EF,,0,0,0,285
360150,KR7360150007,KODEX 코스닥150롱코스피200숏선물,EF,,0,0,0,67
360200,KR7360200000,ACE 미국S&P500,EF,,0,0,0,20658
360750,KR7360750004,TIGER 미국S&P500,EF,,0,0,0,81574
361580,KR7361580004,RISE 200TR,EF,,0,0,0,2294
361610,KR7361610009,SK아이이테크놀로지,ST,2.0,27,13,0,16148
363280,KR7363280009,티와이홀딩스,ST,3.0,21,0,0,1573
36328K,KR736328K013,티와이홀딩스우,ST,0.0,21,0,0,59
363510,KR7363510009,SOL KIS단기통안채,EF,,0,0,0,265
363570,KR7363570003,KODEX 장기종합채권(AA-이상)액티브,EF,,0,0,0,2139
363580,KR7363580002,KODEX 200IT TR,EF,,0,0,0,371
364690,KR7364690008,KODEX 혁신기술테마액티브,EF,,0,0,0,93
364960,KR7364960005,TIGER BBIG,EF,,0,0,0,1316
364970,KR7364970004,TIGER 바이오TOP10,EF,,0,0,0,1482
364980,KR7364980003,TIGER 2차전지TOP10,EF,,0,0,0,3146
364990,KR7364990002,TIGER 게임TOP10,EF,,0,0,0,342
365000,KR7365000009,TIGER 인터넷TOP10,EF,,0,0,0,513
365040,KR7365040005,TIGER AI코리아그로스액티브,EF,,0,0,0,148
365550,KR7365550003,ESR켄달스퀘어리츠,RT,2.0,28,0,0,9194
365780,KR7365780006,ACE 국고채10년,EF,,0,0,0,2310
367380,KR7367380003,ACE 미국나스닥100,EF,,0,0,0,15223
367740,KR7367740008,HANARO Fn5G산업,EF,,0,0,0,60
367760,KR7367760006,RISE 5G테크,EF,,0,0,0,305
367770,KR7367770005,RISE 수소경제테마,EF,,0,0,0,1823
368190,KR7368190005,HANARO Fn K-뉴딜디지털플러스,EF,,0,0,0,324
368590,KR7368590006,RISE 미국나스닥100,EF,,0,0,0,9625
368680,KR7368680005,KODEX K-뉴딜디지털플러스,EF,,0,0,0,77
371150,KR7371150004,RISE 차이나항셍테크,EF,,0,0,0,138
371160,KR7371160003,TIGER 차이나항셍테크,EF,,0,0,0,10430
371450,KR7371450008,TIGER 글로벌클라우드컴퓨팅INDXX,EF,,0,0,0,299
371460,KR7371460007,TIGER 차이나전기차SOLACTIVE,EF,,0,0,0,15608
371470,KR7371470006,TIGER 차이나바이오테크SOLACTIVE,EF,,0,0,0,419
371870,KR7371870007,ACE 차이나항셍테크,EF,,0,0,0,176
372330,KR7372330001,KODEX 차이나항셍테크,EF,,0,0,0,1822
372910,KR7372910000,한컴라이프케어,ST,3.0,27,14,0,900
373220,KR7373220003,LG에너지솔루션,ST,1.0,27,13,0,685620
373490,KR7373490002,KODEX 코리아혁신성장액티브,EF,,0,0,0,61
373530,KR7373530005,PLUS 신흥국MSCI인버스(합성 H),EF,,0,0,0,52
373790,KR7373790005,KIWOOM 미국방어배당성장나스닥,EF,,0,0,0,47
375270,KR7375270006,RISE 글로벌데이터센터리츠(합성),EF,,0,0,0,76
375500,KR7375500006,DL이앤씨,ST,2.0,18,0,0,20043
37550K,KR737550K011,DL이앤씨우,ST,0.0,18,0,0,495
37550L,KR737550K029,DL이앤씨2우(전환),ST,0.0,18,0,0,717
375760,KR7375760006,HANARO 탄소효율그린뉴딜,EF,,0,0,0,86
375770,KR7375770005,KODEX 탄소효율그린뉴딜,EF,,0,0,0,233
376410,KR7376410007,TIGER 탄소효율그린뉴딜,EF,,0,0,0,106
377190,KR7377190004,디앤디플랫폼리츠,RT,3.0,28,0,0,2890
377300,KR7377300009,카카오페이,ST,1.0,21,0,0,82703
377740,KR7377740006,바이오노트,ST,2.0,27,9,0,5266
377990,KR7377990007,TIGER Fn신재생에너지,EF,,0,0,0,406
378850,KR7378850002,화승알앤에이,ST,3.0,27,15,0,628
379780,KR7379780000,RISE 미국S&P500,EF,,0,0,0,9349
379790,KR7379790009,RISE 유로스탁스50(H),EF,,0,0,0,110
379800,KR7379800006,KODEX 미국S&P500,EF,,0,0,0,43998
379810,KR7379810005,KODEX 미국나스닥100,EF,,0,0,0,25535
380340,KR7380340000,ACE Fn5G플러스,EF,,0,0,0,58
381170,KR7381170000,TIGER 미국테크TOP10 INDXX,EF,,0,0,0,31283
381180,KR7381180009,TIGER 미국필라델피아반도체나스닥,EF,,0,0,0,24717
381560,KR7381560002,HANARO Fn전기&수소차,EF,,0,0,0,148
381570,KR7381570001,HANARO Fn친환경에너지,EF,,0,0,0,61
381970,KR7381970003,케이카,ST,2.0,16,0,0,7314
383220,KR7383220001,F&F,ST,2.0,27,6,0,29075
383800,KR7383800000,LX홀딩스,ST,2.0,21,0,0,7208
38380K,KR738380K012,LX홀딩스1우,ST,0.0,21,0,0,133
385510,KR7385510003,KODEX 신재생에너지액티브,EF,,0,0,0,1424
385520,KR7385520002,KODEX 자율주행액티브,EF,,0,0,0,161
385540,KR7385540000,RISE 종합채권(A-이상)액티브,EF,,0,0,0,15234
385550,KR7385550009,RISE 단기채권알파액티브,EF,,0,0,0,3048
385560,KR7385560008,RISE KIS국고채30년Enhanced,EF,,0,0,0,4364
385590,KR7385590005,ACE ESG액티브,EF,,0,0,0,210
385600,KR7385600002,ACE 2차전지&친환경차액티브,EF,,0,0,0,129
385710,KR7385710009,TIMEFOLIO K이노베이션액티브,EF,,0,0,0,92
385720,KR7385720008,TIMEFOLIO 코스피액티브,EF,,0,0,0,571
387270,KR7387270002,TIGER 글로벌이노베이션액티브,EF,,0,0,0,226
387280,KR7387280001,TIGER 퓨처모빌리티액티브,EF,,0,0,0,132
388280,KR7388280000,RISE 컨택트대표,EF,,0,0,0,386
388420,KR7388420002,RISE 비메모리반도체액티브,EF,,0,0,0,2391
390390,KR7390390003,KODEX 미국반도체,EF,,0,0,0,4667
390400,KR7390400000,KODEX 미국스마트모빌리티S&P,EF,,0,0,0,88
391600,KR7391600004,ACE 미국친환경그린테마INDXX,EF,,0,0,0,120
391670,KR7391670007,HK 베스트일레븐액티브,EF,,0,0,0,59
394350,KR7394350003,KIWOOM 글로벌퓨처모빌리티,EF,,0,0,0,240
394660,KR7394660005,TIGER 글로벌자율주행&전기차SOLACTIVE,EF,,0,0,0,2503
394670,KR7394670004,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),EF,,0,0,0,1881
395150,KR7395150006,KODEX 웹툰&드라마,EF,,0,0,0,193
395160,KR7395160005,KODEX AI반도체,EF,,0,0,0,2551
395170,KR7395170004,KODEX Top10동일가중,EF,,0,0,0,531
395270,KR7395270002,HANARO Fn K-반도체,EF,,0,0,0,2347
395280,KR7395280001,HANARO Fn K-게임,EF,,0,0,0,128
395290,KR7395290000,HANARO Fn K-POP&미디어,EF,,0,0,0,646
395400,KR7395400005,SK리츠,RT,2.0,28,0,0,12980
395750,KR7395750003,PLUS ESG가치주액티브,EF,,0,0,0,58
395760,KR7395760002,PLUS ESG성장주액티브,EF,,0,0,0,93
396500,KR7396500001,TIGER Fn반도체TOP10,EF,,0,0,0,6583
